"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-ValueSet-model","","","",0,*,"","","","","","A set of codes drawn from one or more code systems","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model",0,*,"",""
"shr-core-ValueSet-model.isExperimental","","","",0,1,"","","","boolean {[]} {[]}
","A Boolean value to indicate that the item is for testing purposes (or education/evaluation/marketing) and is not intended to be used for genuine usage.","A Boolean value to indicate that the item is for testing purposes (or education/evaluation/marketing) and is not intended to be used for genuine usage.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.isExperimental",0,1,"",""
"shr-core-ValueSet-model.subjectType","","","",0,*,"","","","Coding {[]} {[]}
","Resource that can be subject of QuestionnaireResponse","Resource that can be subject of QuestionnaireResponse","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/resource-types","",,,,"shr-core-ValueSet-model.subjectType",0,*,"",""
"shr-core-ValueSet-model.lastUpdated","","","",0,1,"","","","dateTime {[]} {[]}
","The most recent date the information item was changed.","The most recent date the information item was changed.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.lastUpdated",0,1,"",""
"shr-core-ValueSet-model.publisherName","","","",0,1,"","","","string {[]} {[]}
","The name of the organization or individual that published this item.","The name of the organization or individual that published this item.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.publisherName",0,1,"",""
"shr-core-ValueSet-model.contactDetail","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-ContactDetail-model {[]} {[]}
","Describes an individual and how to reach them.","Describes an individual and how to reach them.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.contactDetail",0,*,"",""
"shr-core-ValueSet-model.descriptionMarkdown","","","",0,1,"","","","markdown {[]} {[]}
","A description of the purpose of the item.","A description of the purpose of the item.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.descriptionMarkdown",0,1,"",""
"shr-core-ValueSet-model.useContext","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-UseContext-model {[]} {[]}
","The content was developed with a focus and intent of supporting the contexts that are listed. These contexts may be general categories (gender, age, ...) or may be references to specific programs (insurance plans, studies, ...) and may be used to assist with indexing and searching for appropriate questionnaire instances.","The content was developed with a focus and intent of supporting the contexts that are listed. These contexts may be general categories (gender, age, ...) or may be references to specific programs (insurance plans, studies, ...) and may be used to assist with indexing and searching for appropriate questionnaire instances.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.useContext",0,*,"",""
"shr-core-ValueSet-model.jurisdiction","","","",0,*,"","","","Coding {[]} {[]}
","The country, state or other region taking legal responsibility.","The country, state or other region taking legal responsibility.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.jurisdiction",0,*,"",""
"shr-core-ValueSet-model.isImmutable","","","",0,1,"","","","boolean {[]} {[]}
","Indicates whether or not any change to the content logical definition may occur","Indicates whether or not any change to the content logical definition may occur","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.isImmutable",0,1,"",""
"shr-core-ValueSet-model.purposeMarkdown","","","",0,1,"","","","markdown {[]} {[]}
","A description of the purpose of the item.","A description of the purpose of the item.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.purposeMarkdown",0,1,"",""
"shr-core-ValueSet-model.copyright","","","",0,1,"","","","markdown {[]} {[]}
","A rights statement relating legal restrictions on the use and publishing of the item.","A rights statement relating legal restrictions on the use and publishing of the item.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.copyright",0,1,"",""
"shr-core-ValueSet-model.isExtensible","","","",0,1,"","","","boolean {[]} {[]}
","Whether this is intended to be used with an extensible binding","Whether this is intended to be used with an extensible binding","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.isExtensible",0,1,"",""
"shr-core-ValueSet-model.contentLogicalDefinition","","","",0,1,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-ContentLogicalDefinition-model {[]} {[]}
","Definition of the content of the value set.","Definition of the content of the value set.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.contentLogicalDefinition",0,1,"",""
"shr-core-ValueSet-model.valueSetExpansion","","","",0,1,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-ValueSetExpansion-model {[]} {[]}
","The value set turned into a simple collection of enumerated codes. This element holds the expansion, if it has been performed.","The value set turned into a simple collection of enumerated codes. This element holds the expansion, if it has been performed.","","","","","","","","","",,,,,"",,,,"shr-core-ValueSet-model.valueSetExpansion",0,1,"",""
