"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"shr-core-Procedure-model","","","",0,*,"","","","","","A procedure that has been performed.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model",0,*,"",""
"shr-core-Procedure-model.metadata","","","",0,1,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Metadata-model {[]} {[]}
","Elements that belong to all information items.","Elements that belong to all information items.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.metadata",0,1,"",""
"shr-core-Procedure-model.occurrenceTimeOrPeriod[x]","","","",1,1,"","","","date {[]} {[]}
dateTime {[]} {[]}http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-TimePeriod-model {[]} {[]}","The point in time or span of time in which something happens.","The point in time or span of time in which something happens.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.occurrenceTimeOrPeriod[x]",1,1,"",""
"shr-core-Procedure-model.participation","","","",0,*,"","","","BackboneElement {[]} {[]}
","Record of someone or something involvement in an activity or event.","Record of someone or something involvement in an activity or event.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.participation",0,*,"",""
"shr-core-Procedure-model.participation.procedureParticipant[x]","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Practitioner-model], CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Organization-model], CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Patient-model], CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-RelatedPerson-model], CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Device-model]]}
","Constrains participants to classes that are accepted by FHIR as actors in procedures in STU 3.","Constrains participants to classes that are accepted by FHIR as actors in procedures in STU 3.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.participation.procedureParticipant[x]",0,1,"",""
"shr-core-Procedure-model.participation.participationType","","","",0,1,"","","","Coding {[]} {[]}
","The role played by the participant engaged in the action, for example, as the attending physician, surgical assistant, etc.","The role played by the participant engaged in the action, for example, as the attending physician, surgical assistant, etc.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/performer-role","http://ncimeta.nci.nih.gov#C1553854
",,,,"shr-core-Procedure-model.participation.participationType",0,1,"",""
"shr-core-Procedure-model.participation.participationPeriod","","","",0,1,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-TimePeriod-model {[]} {[]}
","The point in time or span of time the participant is involved.","The point in time or span of time the participant is involved.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C1948053
",,,,"shr-core-Procedure-model.participation.participationPeriod",0,1,"",""
"shr-core-Procedure-model.participation.onBehalfOf","","","",0,1,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Organization-model {[]} {[]}
","The party represented by the actual participant.","The party represented by the actual participant.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C1561598
",,,,"shr-core-Procedure-model.participation.onBehalfOf",0,1,"",""
"shr-core-Procedure-model.method","","","",0,0,"","","","Coding {[]} {[]}
","The technique used to carry out an action, for example, the specific imaging technical or assessment vehicle.","The technique used to carry out an action, for example, the specific imaging technical or assessment vehicle.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.method",0,0,"",""
"shr-core-Procedure-model.relatedRequest","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-ProcedureRequest-model]]}
","The proposal, order, or plan that is partly or wholly fulfilled by the performance of this act.","The proposal, order, or plan that is partly or wholly fulfilled by the performance of this act.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.relatedRequest",0,1,"",""
"shr-core-Procedure-model.code","","","",1,1,"","","","Coding {[]} {[]}
","The main type identifier for a lab, procedure, condition, etc., usually drawn from a controlled vocabulary.","The main type identifier for a lab, procedure, condition, etc., usually drawn from a controlled vocabulary.","","","","","","","","","",,"extensible","","http://hl7.org/fhir/us/core/ValueSet/us-core-procedure-code","",,,,"shr-core-Procedure-model.code",1,1,"",""
"shr-core-Procedure-model.bodyLocation","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-BodyLocation-model {[]} {[]}
","A location or structure in the body, including tissues, regions, cavities, and spaces; for example, right elbow, or left ventricle of the heart.","A location or structure in the body, including tissues, regions, cavities, and spaces; for example, right elbow, or left ventricle of the heart.
The BodyLocation includes code and optional qualifiers of anatomical side or direction. The body location can also be determined from one or more body landmarks.
If the code for the body location includes laterality and/or anatomical direction, the corresponding attributes might be unnecessary.
Note that BodyLocation is a data type, a reusable structure, not a stand-alone entity. The concept is similar to how an address structure can apply to a person, location, or organization. This contrasts with FHIR's stand-alone BodySite (aka BodyStructure in r4) which 'is not ... intended for describing the type of anatomical location but rather a specific body site on a specific patient' (FHIR 3.5).","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.bodyLocation",0,*,"",""
"shr-core-Procedure-model.partOf","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Procedure-model]]}
","The larger entity that the asserted item is a portion of. For example, an organization part of a larger organization, or an encounter with a hospitalist might be part of a larger hospitalization encounter.","The larger entity that the asserted item is a portion of. For example, an organization part of a larger organization, or an encounter with a hospitalist might be part of a larger hospitalization encounter.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.partOf",0,1,"",""
"shr-core-Procedure-model.category","","","",0,1,"","","","Coding {[]} {[]}
","The type, kind, or class of this item.","The type, kind, or class of this item.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.category",0,1,"",""
"shr-core-Procedure-model.annotation","","","",0,*,"","","","http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Annotation-model {[]} {[]}
","An added or follow-up note, often after the fact, that contains metadata about who made the statement and when.","An added or follow-up note, often after the fact, that contains metadata about who made the statement and when.","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.annotation",0,*,"",""
"shr-core-Procedure-model.treatmentIntent","","","",0,*,"","","","Coding {[]} {[]}
","The intended result from a given treatment.  Examples include curative, palliative, and supportive.","The intended result from a given treatment.  Examples include curative, palliative, and supportive.","","","","","","","","","",,"required","","http://hl7.org/fhir/us/odh/shr/core/vs/TreatmentIntentVS","http://snomed.info/sct#395077000 (Treatment intent (situation))
",,,,"shr-core-Procedure-model.treatmentIntent",0,*,"",""
"shr-core-Procedure-model.location","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Location-model]]}
","Services and space and equipment provided for a particular purpose; a building or place that provides a particular service or is used for a particular industry. Could be a clinical site, community site, or a mobile facility.","Services and space and equipment provided for a particular purpose; a building or place that provides a particular service or is used for a particular industry. Could be a clinical site, community site, or a mobile facility.","","","","","","","","","",,,,,"http://ncimeta.nci.nih.gov#C1547538
",,,,"shr-core-Procedure-model.location",0,1,"",""
"shr-core-Procedure-model.outcome","","","",0,1,"","","","Coding {[]} {[]}
","The result of performing an action or behavior, for example, an adverse reaction or new finding.","The result of performing an action or behavior, for example, an adverse reaction or new finding.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/procedure-outcome","",,,,"shr-core-Procedure-model.outcome",0,1,"",""
"shr-core-Procedure-model.materialUsed[x]","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Device-model], CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Medication-model], CanonicalType[http://hl7.org/fhir/us/shr/StructureDefinition/shr-core-Substance-model]]}
","Items used during procedure","Items used during procedure","","","","","","","","","",,,,,"",,,,"shr-core-Procedure-model.materialUsed[x]",0,*,"",""
